nombre,direccion,edad,curp,ine_clave,seccion_id,confidence_score,apellido_paterno,apellido_materno,telefono,calle,colonia,municipio,cp
"Francisco Coronado de Gamez Beltrán Orta","Bajada Guadalupe Laureano s/n. Esc. 772","87","HKDHQEV9BTSPAJIMBR","APL5TYOIE67FUNYU1B","608","1","Coronado de Gamez","Beltrán Orta","5401-750-286","Apartamento Ramón Ibarra","Muelle Isabel la Católica s/n.","Querétaro","36103"
"Lorenzo Lemus Aguilera Prieto Salazar","Caserio Naranjo 9 Edificio 5","54","LVM4AZHORJUXBYQG1E","Y5UOYYZNNRDQWE7XDT","633","1","Lemus Aguilera","Prieto Salazar","548.558.911","Pasaje Miguel Ángel de Quevedo","Terrenos Batalla de Naco 36","Querétaro","42277"
"Estela Quintero de la cruz de Quintanilla Rivera Arenas","Extrarradio Gustavo Arias, 4 Edificio 4","32","3XX0OHCUWZU6K3GXYA","DAFBIJNBGUKSKR5K4Q","636","1","Quintero de la cruz de Quintanilla","Rivera Arenas","568761374","Barrio Ramón","Edificio Lorena Rangel, 3","Querétaro","46745"
"Juan Puga Juárez Adame Korta hernandez","Paseo Ester Soliz, 3 Edificio 2","64","49WYQYOH4UNWV42W3R","NEFJOGESQ6OGFOCZLY","632","1","Puga Juárez","Adame Korta hernandez","594020244","Puente Saúl Guajardo","Municipio Susana, 8","Querétaro","97079"
"Ariadna Pagan de Ruiz Gallegos Alicea","Solar Naranjo 8 Puerta 317","37","3SNKJ0APRWHTYWNZTH","SJRIF8IT82LY4OMUKU","643","1","Pagan de Ruiz","Gallegos Alicea","537 890 701","Calle Marilu Gamboa","Aldea Rosalia 60","Querétaro","89078"
"Patricia Solorio Nevárez Espino Delacrúz","Salida Luisa 5637 Edificio 4","66","U65VZ1UDJAZDUX69RV","BWNXSY73DVAO8E9QXV","615","1","Solorio Nevárez","Espino Delacrúz","558065251","Rambla Polotitlan","Bloque María Cristina Gaitán 9246","Querétaro","22727"
"Timoteo Saiz Terán Kanea Palomino","Salida Teodoro 2 Puerta 642","86","K8P2YQBMAGEEZ0DOJP","DBOG4IXTVILYXLFLNI","613","1","Saiz Terán","Kanea Palomino","507 119 470","Muelle Elías Fierro","Extramuros Marisol Zarate 8741","Querétaro","06283"
"Mariano Montez Riojas Delgado Figueroa","Parque Felipe 581 Puerta 963","61","A4LQHXAROMNH3OSYQO","CBLQTXS0Y2K8NJXBWR","621","1","Montez Riojas","Delgado Figueroa","5944-535-100","Bloque Amalia Hidalgo","Senda Guillermo 67","Querétaro","81240"
"Alexa Porras Otero Valdez Sanabria","Ferrocarril María de los Ángeles Espinal, 74 Puerta 517","28","0IK9XH7EAIOPAHJE43","AXLUVIBCQJ28BZEBIM","619","1","Porras Otero","Valdez Sanabria","5963-580-061","Carretera Luisa","Vía Pública Francisco Robledo, 3","Querétaro","29781"
"Isaias Avilés Bravo Padilla de Caraballo","Monte Uriel s/n. Puerta 103","38","ULSUVWALSKLWRQNZVU","BD4X9TQUTCPRP3GOE5","629","1","Avilés Bravo","Padilla de Caraballo","561963879","Torrente Repúplica de Cuba","Grupo Javier, 89","Querétaro","82115"
"Sara Kadar rodriguez de Esparza Vargas Aguayo","Extrarradio Ana Luisa 8013 Edificio 9","75","QQXZNOJNVKCBM8KDHL","QUKZ1YB3JD1B0GWGK7","632","1","Kadar rodriguez de Esparza","Vargas Aguayo","5240-608-286","Monte Amores","Ferrocarril Débora 21","Querétaro","22386"
"Ángela Arias Sotelo Chavarría Altamirano","Lugar Calimaya 4961 Esc. 808","90","S5RFMK3G2FQSZY1GUN","Q54ZAZKKZ3YLO9IYBA","625","1","Arias Sotelo","Chavarría Altamirano","567854239","Prolongación Lourdes Rivero","Lado Santiago Sanabria 8","Querétaro","31348"
"Cecilia Arroyo Casares Sisneros Valadez","Calle Ángel Gabriel Casanova 40 Puerta 694","46","MJV4VT3FIKOSSOWEFH","ZSQA1ANSFY3DHGN63H","609","1","Arroyo Casares","Sisneros Valadez","527 226 030","Poblado Alfonso Ballesteros","Pasaje Norma Solorio s/n.","Querétaro","87255"
"Luis Fernando Hurtado Meléndez Hernandes Angulo","Aldea Tadeo 82 Edificio 6","50","6PVIH6AGS8SESOMOH5","TQDDZXJLRMGT3WOF8J","641","1","Hurtado Meléndez","Hernandes Angulo","581 702 750","Colegio Barrio la Lonja","Prolongación Luis Vega 407","Querétaro","93336"
"Renata Castellanos Blanco Marroquín Palacios","Senda Victoria, 6 Puerta 463","60","O8TG3BVXNHOYX6KWBV","ZYUNQFQBEFN8EHZNWG","607","1","Castellanos Blanco","Marroquín Palacios","523 599 388","Glorieta Barrio la Lonja","Conjunto Ana Victoria Carrasco, 5","Querétaro","77251"
"Jose Daniel Acosta de Altamirano Casillas Arce","Explanada Miguel Ángel de Quevedo, 97 Esc. 120","26","9CKQ8WCZHXFKZH0AAP","FDMBXFSUH5VPKCCQQB","647","1","Acosta de Altamirano","Casillas Arce","501618431","Bajada Ana Victoria","Caserio Ana María Carrasquillo 212","Querétaro","11563"
"Leonor Xairo Belmonte Verduzco Canales Mata","Pasaje Zapata 70 Puerta 525","21","YXUSXHT4U6ZQJRXTHE","P1SJ4QD8YYLD48ITKT","641","1","Xairo Belmonte Verduzco","Canales Mata","506.978.283","Vía Melissa","Colegio Guadalupe Orellana s/n.","Querétaro","82996"
"María Fernanda de Jesús Espinal Sarabia Mora","Calleja Reina Perea s/n. Edificio 3","27","I4XHT8WARSGZHAC7ZN","AI4OIWFORQPHLD2VRT","619","1","de Jesús Espinal","Sarabia Mora","5592-940-278","Monte Ángel Gabriel Delatorre","Solar Miguel Ángel de Quevedo 182","Querétaro","37729"
"Catalina Chapa Elizondo Jáquez Jimínez","Calle Elvira Ulibarri 7279 Edificio 9","64","FGSQAHZYZX5S2G82SJ","USQTWGXGZP0XFIPMUU","608","1","Chapa Elizondo","Jáquez Jimínez","575 155 728","Lugar Eje 5","Conjunto San Miguel, 78","Querétaro","88987"
"Lorenzo Alfaro Kranz sans Grijalva Karan","Ramal Miguel Ángel de Quevedo, 9 Esc. 126","42","YJP7COBZXJCKB9GQP6","A24OUPSHELOHBDL5GW","619","1","Alfaro Kranz sans","Grijalva Karan","540.219.559","Avenida Rodrigo","Senda Juana Santiago 4379","Querétaro","37515"
"Verónica Estévez Jurado Karam Cerda","Apartamento Ana Bernal 8718 Puerta 498","73","KNNZILIKBF61WFNBVK","MTGMQVPFQLKI5Z9KJS","629","1","Estévez Jurado","Karam Cerda","5625-486-033","Extrarradio Polotitlan","Puerta San Miguel, 35","Querétaro","30474"
"Evelyn Brito Ornelas Pulido de Valadez","Aldea Isabel la Católica s/n. Esc. 585","90","ZMEKXAADMUMA3SN9CO","EFELHQAQH2QEK9UVOH","641","1","Brito Ornelas","Pulido de Valadez","5849-589-590","Pasaje Víctor Rodríquez","Pasaje Benito, 71","Querétaro","51876"
"Margarita Arreola Holguín Mora Gastélum","Rampa Eduardo Xacon 74 Puerta 897","49","1B8OTVYKQM8QKRCNJY","VC4WARJ0S0ASOTEC4P","640","1","Arreola Holguín","Mora Gastélum","508 728 562","Partida La viga","Barranco Ivanna Montalvo 1","Querétaro","81875"
"Gregorio Franco Sáenz Quintana Griego","Riera Naranjo 1610 Puerta 165","27","VH1SP5SGC9IGODK0A3","LLBLNUCW5NNTCLFP2V","648","1","Franco Sáenz","Quintana Griego","559252783","Partida Ariadna","Ferrocarril Isabela Molina 3267","Querétaro","86697"
"Enrique Zambrana Olvera Robledo Acevedo","Rincón La otra banda, 9 Puerta 681","72","XOHBIA7O723HWIHQ8T","QDCEWCO1YQOEZTIKOE","649","1","Zambrana Olvera","Robledo Acevedo","516 186 964","Ronda Repúplica de Uruguay","Subida Homero, 4","Querétaro","05054"
"Victoria Aguirre Candelaria Toledo Montenegro","Terrenos Germán 8390 Edificio 3","53","I7CTTVQJ3RKUNJSNBP","ITTXQBNF5Y6VP4VTOZ","602","1","Aguirre Candelaria","Toledo Montenegro","5703-090-276","Subida Mateo","Chalet Luisa 4725","Querétaro","98443"
"Pablo Robles Beltrán Ballesteros de Duran","Pasaje Benito Rolón 4 Puerta 964","35","CDJWRIRIGYHKHHUNIO","FBA3MPMVQQSJ4YNSK6","641","1","Robles Beltrán","Ballesteros de Duran","522 514 210","Vía Pública Evelyn Naranjo","Torrente Repúplica de Cuba 2187","Querétaro","13896"
"Olivia Zelaya Kranz sans Armenta Puga","Plaza Nicolás 1842 Edificio 4","72","W4UO8BTHBHDNDDAVTI","K3MKA47EKAY8AO7SMI","613","1","Zelaya Kranz sans","Armenta Puga","572.656.233","Bajada Flor Marina","Solar Ignacio s/n.","Querétaro","01519"
"Aarón Kanzaki de Puga Magaña Amaya","Vía Ximena Guadalupe Venegas s/n. Esc. 401","89","NMH2V9JV0VNHQI1UE5","ZHKC5OWQV2J8HB9NXW","630","1","Kanzaki de Puga","Magaña Amaya","574 541 197","Ronda Gustavo Bétancourt","Muelle Sergio Bernal, 3","Querétaro","95320"
"Emiliano Kanaria Bravo Osorio de Alaniz","Extramuros Sancho Olivera s/n. Esc. 808","77","NXDFRUXGQWGL4ARRQX","ZJKGTRG6BWHGBVTMC0","623","1","Kanaria Bravo","Osorio de Alaniz","5389-523-315","Grupo Miranda Preciado","Solar Carlota 40","Querétaro","39202"
"Sonia Mares Karen Vaca Alva","Terrenos Julio, 35 Edificio 5","19","XQCIOYQDNDS90OFJ6W","IEKSKNTZLGVMXKXVTL","617","1","Mares Karen","Vaca Alva","564.737.176","Parcela Repúplica de Cuba","Prolongación María Soledad Xiana s/n.","Querétaro","71499"
"Alexander Tirado Kortajarena Ceballos Alcaraz","Manzana Fernando, 9 Edificio 4","89","ATQKKIRF9JASC3ZRON","IMFNZZIE4VSQWTGFH1","649","1","Tirado Kortajarena","Ceballos Alcaraz","594.388.483","Ronda Agustín","Parcela Repúplica de Uruguay s/n.","Querétaro","78809"
"Samuel Nevárez Lira Barrios Suárez","Riera Yolanda 814 Edificio 8","29","5FZ50IXJRTNP2ZLAPY","3QAORGAOIRRJ9M5OG1","614","1","Nevárez Lira","Barrios Suárez","5808-944-178","Rincón Paulina","Ramal Cedro 9","Querétaro","94490"
"Roberto Maestas Barrera Melgar de Medina","Urbanización Jalisco 87 Edificio 6","46","QFGZXJIU1PJ7NXRKVO","DQELRLCUOMDBYSFA8R","619","1","Maestas Barrera","Melgar de Medina","522.779.900","Grupo Eloisa Lira","Escalinata Ignacio 9","Querétaro","40385"
"Fernando Javier Quezada Dueñas Aguayo Maestas","Caserio Ximena Villarreal s/n. Puerta 194","24","2UOHDYJ3WR4VUAQR0M","4AT3URCEGNUITKUGNE","602","1","Quezada Dueñas","Aguayo Maestas","598431536","Monte Mariana","Arrabal Débora Medina 62","Querétaro","56290"
"Agustín Llamas de Solís Urías Sierra","Barranco Rubén Téllez s/n. Puerta 438","55","EAYTSLEXDCPA7BBNLS","HHTWCTMTOIVMNWIDRY","648","1","Llamas de Solís","Urías Sierra","514244472","Bajada Catalina","Parcela Polotitlan 5","Querétaro","89229"
"Irene Velázquez Montero Rodrígez Iglesias","Extrarradio Francisco I. Madero s/n. Esc. 130","58","UK5XNEBE3SAXJ5CSEE","VXVAFFX1W1YOZ9NFQW","647","1","Velázquez Montero","Rodrígez Iglesias","501 377 339","Huerta Piedra del Comal","Torrente Adán 38","Querétaro","12385"
"Ernesto Murillo de Alva Reyna Cisneros","Polígono La otra banda, 3 Edificio 7","82","VGRAPR2OXT4Y4ZERYQ","PNZP4B4DV0GIHE49TI","604","1","Murillo de Alva","Reyna Cisneros","535558025","Prolongación Alexander Ayala","Parque Octavio 75","Querétaro","84694"
"Jennifer Fernández Muñoz Palacios de Sierra","Bloque Blanca, 74 Edificio 3","26","4ZSWV97HVKBQBDMYHQ","7HPO1NMF2ZU12ESAX9","649","1","Fernández Muñoz","Palacios de Sierra","540 049 965","Pasaje Débora","Grupo Cedro, 65","Querétaro","41846"
"Paulina Marroquín de Rosas de Jesús Quiñones","Gran Subida Rosario, 13 Puerta 276","28","EXVIH5EY0FJQAKIQZX","DZB5XU7C6VNWTZLSSU","615","1","Marroquín de Rosas","de Jesús Quiñones","550.258.853","Entrada Adriana Kanaria","Manzana Paulina 2969","Querétaro","62381"
"Inés Navarrete Santana Benavídez Rubio","Rambla San Miguel 72 Edificio 6","51","O6XBPTAD8UGHGYYESL","AHPHKIPFG7I5TAVYWK","623","1","Navarrete Santana","Benavídez Rubio","508.895.854","Lugar Patricio","Edificio 20 de Noviembre, 8","Querétaro","51850"
"Amalia Mireles de Ríos Kaplan Becerra","Sector Ximena Villagómez, 92 Puerta 512","79","V1OZQJDPLDWOPDISZL","XUFNOK5WNHFEI4ALJG","650","1","Mireles de Ríos","Kaplan Becerra","518 272 299","Barrio Juárez","Colonia Daniel Santacruz, 1","Querétaro","92223"
"Conchita Viera Vigil Ibarra Salinas","Bajada Jaime, 3 Edificio 7","73","02T2YXGWNOYPH6VWU1","WTS1DJV91FDGXQO6VU","603","1","Viera Vigil","Ibarra Salinas","512.940.520","Carretera Juan Elizondo","Rambla Francisco I. Madero 313","Querétaro","84306"
"María de los Ángeles Guillen Jáquez Alicea Leiva","Entrada Jacobo 6 Edificio 8","70","DAQJAPDFKMI6RYQKTM","GV3GI6JCELVAYVXKKV","647","1","Guillen Jáquez","Alicea Leiva","566 530 371","Plaza Lucas","Edificio Piedra del Comal 3623","Querétaro","35125"
"Valeria Quiroz Granado Griego Osorio","Pasaje Piedra del Comal s/n. Puerta 993","52","OYAJHOH5S2WNLCCPBB","VDPXN9PHLCZQS4IZIB","646","1","Quiroz Granado","Griego Osorio","553477889","Terrenos Jalisco","Bloque Lucia Medina 7","Querétaro","94121"
"Leonor León Rojas Madera Uribe","Torrente Sofia s/n. Esc. 730","22","VWSBNGQRQH3Y7TT4J5","QZTJZZY6NCLIFRFIYL","626","1","León Rojas","Madera Uribe","540.266.147","Vía Alicia","Parque Aniceto Ortega 1504","Querétaro","71187"
"Jose Daniel Lucero Barrera Madrigal de Hernandes","Manzana La otra banda 9 Esc. 497","86","HXRBU2WLMWUW3MWRZX","EOMAGIVLMNLJ6TSXVS","604","1","Lucero Barrera","Madrigal de Hernandes","5681-013-170","Mercado Amores","Vía Pública Elisa 802","Querétaro","90251"
"Norma Roque Ponce Colunga Collado","Sección Jerónimo Moreno s/n. Esc. 995","55","MEKNL27CHQRXQRARZ1","JOVSOWS6HIDODGPZ2C","626","1","Roque Ponce","Colunga Collado","544.429.078","Plaza Izazaga","Poblado Repúplica de Cuba 4","Querétaro","01435"
"Diana Montañez Armendáriz Carrion Arroyo","Travesía Axel Terrazas, 46 Esc. 436","55","HMHZLCD8TRNXQUETWO","F76JHKRRZLYI5GZYJD","628","1","Montañez Armendáriz","Carrion Arroyo","5334-718-291","Rincón Eje 6","Poblado Cedro 6799","Querétaro","39988"
"Ana Luisa Negrón Yago Valencia de Palacios","Subida Manzanares 524 Puerta 762","29","O3KKA1OAWXDZY28WCR","UABT95WHUAQSVRUTNP","643","1","Negrón Yago","Valencia de Palacios","551833912","Masía San Miguel","Rampa Repúplica de Cuba 1466","Querétaro","76769"
"José Antonio Abeyta Jaime Garrido de Zelaya","Calle Eje 5 6620 Puerta 191","19","SLG12F5FDGJBGJAPRL","LHIJFESQDBLDCNA3BB","624","1","Abeyta Jaime","Garrido de Zelaya","5941-693-804","Escalinata Balcón de los edecanes","Mercado Sancho s/n.","Querétaro","01189"
"Gabriel Acuña Mondragón Rodríguez Aguilera","Puente Jerónimo Ruiz 881 Edificio 3","66","YDXEXKT1AVDESO7RUT","JPLR4A3E8Q9I5E5UX9","604","1","Acuña Mondragón","Rodríguez Aguilera","5066-166-735","Carretera Piedra del Comal","Muelle Aniceto Ortega 3295","Querétaro","45858"
"Valeria Kanimal Campos Kaplan Quevedo","Parque Valentina 49 Edificio 9","34","FC4IZRCNUX6QFUR4NU","K67CAPGYURFBIRGQWG","613","1","Kanimal Campos","Kaplan Quevedo","549.397.622","Terrenos Miguel Ángel de Quevedo","Masía Amores, 22","Querétaro","33477"
"Mario Casillas Arce Ibarra Jáquez","Colonia Juan Carlos Otero 6 Edificio 7","57","OD7OWUGAEKXDEQWKJA","U8Y5JGZMTINVK2PEFN","640","1","Casillas Arce","Ibarra Jáquez","574.757.001","Ronda Berta","Subida Virginia Romo s/n.","Querétaro","67078"
"Paola Báez Herrera Enríquez Verdugo","Vía Pública Ester Tafoya 742 Edificio 4","48","ATNKDQXKHRXQBK8DVG","FTCJG63ZJ7FRXH0ZDF","648","1","Báez Herrera","Enríquez Verdugo","569 286 825","Ferrocarril San Miguel","Lugar Hernán Soliz 81","Querétaro","85965"
"Rebeca Aguayo Curiel Heredia de Zelaya","Vía Pública Miguel Ángel de Quevedo 30 Puerta 919","20","OTPDQSIA3NPXIUTQ25","O9ENJMNNTADR6Y72FP","623","1","Aguayo Curiel","Heredia de Zelaya","587 888 551","Solar Eje 6","Apartamento Sancho 945","Querétaro","28625"
"Ángela Leiva Osorio Rolón Benavídez","Subida Dolores 1 Esc. 388","50","VG3JQBLOISZVM2GCKW","WGWPYUGVPTVVVXJR29","617","1","Leiva Osorio","Rolón Benavídez","565 487 431","Barrio María Eugenia Barajas","Edificio Aniceto Ortega 3139","Querétaro","20511"
"Miranda Barraza Rael Almaraz de Lozano","Prolongación Polotitlan, 4 Edificio 4","25","NRAAQRV9EVTR65QDRQ","3ANCINYAEOI809HPH4","640","1","Barraza Rael","Almaraz de Lozano","543 970 282","Gran Subida 20 de Noviembre","Parque Miguel Ángel de Quevedo 9521","Querétaro","52371"
"Inés Vargas Esparza Luevano Bernal","Salida Elena 56 Puerta 383","67","FOX5OLFLSVQKX0VSAR","BKIZSLF5M6CPBAGFA5","606","1","Vargas Esparza","Luevano Bernal","560 446 430","Riera Uriel Calvillo","Urbanización 20 de Noviembre s/n.","Querétaro","52494"
"Matías Valdés Ureña Quintairos Pedraza","Quinta Abril Vega 10 Edificio 9","80","VYBO1BUFQ7UDJHHVTH","GFPOIZCXOVTJ7S8B9U","624","1","Valdés Ureña","Quintairos Pedraza","572 731 329","Avenida Reina Quintero cruz","Rambla Repúplica de Chile, 5","Querétaro","07707"
"Ana Otero Casillas Alba Luevano","Rincón Jorge Figueroa s/n. Edificio 7","55","MPFWBS21EW6MP79XKH","WGZ0LQTQAVPIMOJ30B","623","1","Otero Casillas","Alba Luevano","583 819 271","Explanada María Lerma","Rincón Yamileth 8","Querétaro","60194"
"Lizbeth Griego Casárez Kanaria Gómez","Puerta Santiago Hurtado 14 Esc. 443","48","L1R5WLDQG5JYAO5UPF","6FXIQMSMTMEFSBA4NI","608","1","Griego Casárez","Kanaria Gómez","580841691","Salida Blanca","Parcela Cecilia Maldonado 9","Querétaro","94019"
"Brandon Rivero Kardache soto Paz Ferrer","Terrenos Aniceto Ortega 30 Puerta 772","22","IRHFABZS8MRL5CR7QI","7RMPHTUZ2FM5JF6P7I","608","1","Rivero Kardache soto","Paz Ferrer","566984550","Rincón Mauricio","Glorieta Benito, 9","Querétaro","33183"
"Ricardo Munguía Hernádez Carranza de Godínez","Rua Barrio la Lonja s/n. Edificio 6","68","CVJOZMWLNIIXQRTMU7","KRMHEZP5TK13UH95ZP","639","1","Munguía Hernádez","Carranza de Godínez","539203562","Vía Pública Victoria","Jardines Coyoacán, 6","Querétaro","38537"
"Mariano Alcala Casares Villagómez de Cervantes","Escalinata Lola 4 Edificio 9","52","MOM2PQ64MMK8WAH4QU","95BZCKGPLQMNQUKMAS","601","1","Alcala Casares","Villagómez de Cervantes","514 635 343","Extrarradio Francisco I. Madero","Subida Inés Reynoso 5263","Querétaro","53086"
"Esperanza Vallejo Burgos Sepúlveda de Balderas","Partida Victor Manuel 8661 Esc. 674","40","YGJ19DPHYPTS90OVMH","IGSPAGI3GTIJIIQQLO","647","1","Vallejo Burgos","Sepúlveda de Balderas","527 966 860","Quinta Daniela Gaitán","Extrarradio Enrique 84","Querétaro","21838"
"Emmanuel Peralta Muro Casárez de Lara","Rampa Isabel la Católica 666 Puerta 371","59","WHYB8JU6KXYCRK6G06","GBSNWUOOKTHTP6DRI9","631","1","Peralta Muro","Casárez de Lara","5455-113-489","Polígono Maricarmen Amaya","Bajada Isabel la Católica, 2","Querétaro","68887"
"Emilio Pelayo Correa Carrillo Tello","Rua Eduardo 7249 Esc. 732","45","THQVGSTZQ95STXABQB","3OG4WLC7DJBVLD4TOE","612","1","Pelayo Correa","Carrillo Tello","501 163 459","Sección Flor Solvestre","Puente Javier Arriaga, 1","Querétaro","05868"
"Guillermina Korta hernandez Dávila Karam de Olivas","Subida Andrés s/n. Esc. 919","59","JZ2YXQIFJZ1MGWOIJE","4XYPTVEBCPLKFU557H","615","1","Korta hernandez Dávila","Karam de Olivas","505 074 533","Torrente Manzanares","Polígono Avena, 54","Querétaro","93844"
"Mónica Melgar Saavedra Guevara Espinal","Cuesta Balcón de los edecanes s/n. Puerta 181","83","FXWKEZKPQDPOJUOXWX","3QDQ5QRXHMG3IDWEER","619","1","Melgar Saavedra","Guevara Espinal","589 443 993","Lugar Luis Miguel","Rampa Gilberto, 41","Querétaro","11287"
"Germán Moreno de Salcedo Cantú de Bernal","Senda Gabriel 9 Edificio 5","57","W5MLLURC0EI4PBJ02U","O7ZAYXNR5V2NVSBAV4","638","1","Moreno de Salcedo","Cantú de Bernal","5346-383-788","Arrabal Paola Zambrano","Parcela Melany, 61","Querétaro","74664"
"Camila Barajas Madrigal Quintanilla Galván","Salida Patricio Quezada s/n. Esc. 527","75","KQWB13NAMKGT1WGOWG","JQ1FWGIXJUAWSUUO3L","637","1","Barajas Madrigal","Quintanilla Galván","528 898 143","Caserio Abigail Reynoso","Ronda María Soledad s/n.","Querétaro","39064"
"Mariana Moya de Anda Perea de Cavazos","Calle Estela Sarabia, 11 Edificio 1","56","JAQMZJKPQKPMR32VCR","MITPFH3NQHPNRZOOCJ","611","1","Moya de Anda","Perea de Cavazos","581260289","Barrio Sara","Mercado José María 8","Querétaro","16100"
"Vanessa Villareal de Lebrón Aparicio de Angulo","Urbanización María de Jesús 91 Puerta 307","26","JPQZOKXB7WM9UOA4X6","NIJVRMSJKERO5AAQMP","639","1","Villareal de Lebrón","Aparicio de Angulo","5984-094-630","Caserio Yamileth","Huerta Enrique 78","Querétaro","33060"
"Blanca Delacrúz Gutiérrez Longoria Porras","Calleja José Miguel 59 Esc. 294","75","YNJYDTG1FVRRJVLRYT","C0NMFG3CAOF4RTADIQ","643","1","Delacrúz Gutiérrez","Longoria Porras","548 538 615","Bajada Calimaya","Gran Subida Isabel la Católica 525","Querétaro","64487"
"Adela Ojeda de Alfaro Alonzo Mercado","Conjunto Gerardo 1 Puerta 457","48","ZH9NCP5XLL18HMPAKH","OENTJDOM9FLOYGMTUT","637","1","Ojeda de Alfaro","Alonzo Mercado","5144-067-095","Glorieta Blanca Castañeda","Vía Pública Esperanza, 83","Querétaro","30977"
"Alfredo Velázquez de Arteaga Jaime Kaplan","Partida Débora Jaramillo, 93 Puerta 422","85","GNWQH8GFZ2LKTBLNER","G5NC5R9PUHVWJ3EKW8","650","1","Velázquez de Arteaga","Jaime Kaplan","554772309","Prolongación Juan Pablo","Barranco San Miguel 2","Querétaro","25345"
"María Luisa Vega de Escamilla Berríos Ramón","Vía Lourdes Batista 1959 Puerta 982","47","IXBSX5MS42FDIGOSQP","X7VVHXKPM0CV44JZ2P","616","1","Vega de Escamilla","Berríos Ramón","532 297 870","Bajada Inés","Gran Subida Marisol Gurule 463","Querétaro","87450"
"Isaias Fonseca Romero Orellana Cazares","Apartamento Coruña 1 Esc. 294","43","LYJQMJQFQFAUMRLQ0U","UJAKBIWH7T2MQC3XIW","632","1","Fonseca Romero","Orellana Cazares","527 971 400","Jardines Olivia","Colonia Rosa Karen s/n.","Querétaro","35231"
"Julio Mateo de Yami Contreras de Bañuelos","Aldea Repúplica de Argentina 222 Edificio 8","87","NFZFK8KUW4SJJVQJG5","KLQBHAZIAKV87G0NTQ","616","1","Mateo de Yami","Contreras de Bañuelos","548 931 549","Travesía César","Avenida Flor Solvestre, 94","Querétaro","23187"
"Victoria Barela Echevarría Xacon Reyna","Barranco Lorenzo, 59 Puerta 763","50","D2BAFDWVROUAJKHVX3","KC9JLWTJEEI5HRDPVT","609","1","Barela Echevarría","Xacon Reyna","566471291","Colonia Florencia","Quinta Andrés Dueñas 681","Querétaro","15655"
"Rosario Fonseca Alba Valencia Loera","Terrenos Estefanía Terán 8342 Esc. 834","73","QIIRQIANFS186SDIRM","ON3WXAOWTSJMTMKJU0","632","1","Fonseca Alba","Valencia Loera","556621161","Parque Alejandra","Sección Francisco Barela, 5","Querétaro","91870"
"María José Alejandro de Garrido Rocha Cabrera","Glorieta Cedro s/n. Puerta 262","65","SQD0TO97GKVHOX9SOC","XUEFBT890EC8LKENKH","612","1","Alejandro de Garrido","Rocha Cabrera","5090-701-314","Solar Emilio Munguía","Entrada Gael Saavedra 2","Querétaro","36026"
"Reina Cornejo Gamboa Solorio Salgado","Bajada Barrio la Lonja 435 Esc. 147","71","RZYGXJBV5IXJIYBXWN","POXPCXUVCOIJ8Z32TI","617","1","Cornejo Gamboa","Solorio Salgado","514 749 005","Huerta Piedra del Comal","Urbanización Sofia Montes s/n.","Querétaro","51964"
"Bernardo Sisneros de Guajardo Armenta Jaramillo","Extramuros Elvira Sevilla 809 Puerta 223","69","TU0XEZHPJVW8EZRDEA","Y8CE4B6TTOBINRXGMI","645","1","Sisneros de Guajardo","Armenta Jaramillo","5455-479-541","Escalinata Virginia Delgado","Colegio Olivia 888","Querétaro","43048"
"Agustín Segura de Ceballos Figueroa de Castañeda","Bajada Cedro, 9 Puerta 686","22","ZYQSHS6MQDWAHUEGBM","U8FHEP3JHNGMFJUAV6","646","1","Segura de Ceballos","Figueroa de Castañeda","5667-466-839","Camino Abril Quinta","Riera Flor Marina 7","Querétaro","02683"
"Miguel Espino Luevano Luna Olivas","Avenida Nicolás 121 Puerta 871","28","VUVLRFTGTEQB2YVC0R","MVTLT5AUVA0HPXFPGE","620","1","Espino Luevano","Luna Olivas","502016263","Colegio Jalisco","Apartamento Luis Fernando Zayas 3","Querétaro","03151"
"Marcos Mayorga Bonilla Terrazas Gastélum","Arroyo Avena 58 Puerta 391","53","LRK7UU4X4D63A4FXFT","O97JLYJ6YMCTTZCXWZ","607","1","Mayorga Bonilla","Terrazas Gastélum","504.546.750","Escalinata Jerónimo","Rampa María Luisa s/n.","Querétaro","81258"
"Rafael Monroy Guerrero Borrego Centeno","Glorieta Calimaya, 2 Edificio 8","54","PWOQ2QO3VLLNWSS2WI","55ODJLF9BZJXXDCYMJ","643","1","Monroy Guerrero","Borrego Centeno","580612535","Puerta Alexa Cavazos","Parcela Juana 3","Querétaro","32510"
"Arturo Briseño Oquendo Arroyo Flórez","Ramal Juárez s/n. Esc. 275","66","62GKWCBHYOOMJVZ2KD","MTNDXAK2CRWOGPW0US","634","1","Briseño Oquendo","Arroyo Flórez","572 320 701","Avenida Claudia","Ronda Dulce María Rojo, 51","Querétaro","68362"
"Samuel Muro Alonso Tejeda Lozano","Jardines Evelyn Raya, 20 Esc. 521","35","5WLG9C9T3YCGGUIVOX","MTK3L8KR5KOOK7IM0C","629","1","Muro Alonso","Tejeda Lozano","539010899","Municipio Eje Central","Lado Teodoro 106","Querétaro","81142"
"Tadeo Santacruz de Leal Quintairos Laureano","Extramuros Luis Fernando Meléndez 4 Edificio 2","44","CGGP7PFN07ERDWREET","WAP4T3WXLERYHPOXBI","622","1","Santacruz de Leal","Quintairos Laureano","5648-302-900","Poblado Manuel Nava","Ronda Zacatlán 83","Querétaro","07435"
